ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count
CMBM,2020-06-24,2020-01-07,"[11, 18, 22]","[18, 24, 33, 47, 60, 72, 81, 89, 97, 110, 120]","['2020-07-10', '2020-07-21', '2020-07-27']","['2020-02-03', '2020-02-11', '2020-02-25', '2020-03-16', '2020-04-02', '2020-04-21', '2020-05-04', '2020-05-14', '2020-05-27', '2020-06-15', '2020-06-29']","[2.433333333333333, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0]","[2.4272727272727272, 0.0, 0.5454545454545454, 0.2727272727272727, 0.6363636363636364, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091]",25,23
CMCO,2020-04-09,2020-03-18,"[13, 20, 33, 39, 46, 56, 66]","[12, 20, 32, 40, 61, 66, 78, 85]","['2020-04-29', '2020-05-08', '2020-05-28', '2020-06-05', '2020-06-16', '2020-06-30', '2020-07-15']","['2020-04-03', '2020-04-16', '2020-05-04', '2020-05-14', '2020-06-15', '2020-06-22', '2020-07-09', '2020-07-20']","[2.142857142857143, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.42857142857142855, 0.0, 0.2857142857142857, 0.14285714285714285]","[2.1875, 0.75, 0.75, 0.375, 0.375, 0.0, 0.125, 0.0]",508,493
CMCSA,2020-05-08,2020-06-12,"[12, 20, 39]","[9, 18]","['2020-05-27', '2020-06-08', '2020-07-06']","['2020-06-25', '2020-07-09']","[2.5666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]","[3.0999999999999996, 1.0, 0.5, 0.0, 1.0, 1.0, 0.0, 0.0]",793,777
CMCT,2020-06-18,2019-08-23,"[18, 24]","[9, 18, 32, 40, 55, 60, 72, 108, 122, 129, 142, 154, 162, 182, 191, 195, 201, 211, 220, 227]","['2020-07-15', '2020-07-23']","['2019-09-06', '2019-09-19', '2019-10-09', '2019-10-21', '2019-11-11', '2019-11-18', '2019-12-05', '2020-01-29', '2020-02-19', '2020-02-28', '2020-03-18', '2020-04-03', '2020-04-16', '2020-05-14', '2020-05-28', '2020-06-03', '2020-06-11', '2020-06-25', '2020-07-09', '2020-07-20']","[3.55, 1.0, 1.0, 0.0, 1.0, 0.5, 0.0, 0.0]","[2.085, 0.2, 0.6, 0.25, 0.45, 0.25, 0.15, 0.05]",509,530
CMCTP,2019-07-15,2019-11-15,"[75, 108, 116, 156]","[23, 30, 68, 154]","['2019-10-29', '2019-12-16', '2019-12-27', '2020-02-26']","['2019-12-19', '2019-12-31', '2020-02-26', '2020-06-29']","[2.7, 0.25, 0.75, 0.25, 0.75, 0.25, 0.0, 0.0]","[1.9749999999999999, 0.75, 0.75, 0.25, 0.25, 0.0, 0.25, 0.0]",5,5
CME,2020-07-15,2020-06-15,[6],"[10, 24]",['2020-07-23'],"['2020-06-29', '2020-07-20']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]",418,416
CMLS,2020-07-14,2020-06-30,[6],"[6, 18]",['2020-07-22'],"['2020-07-09', '2020-07-27']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.55, 1.0, 1.0, 0.0, 1.0, 0.5, 0.0, 0.0]",49,43
CMPR,2020-06-08,2020-04-21,"[6, 15, 26, 30]","[9, 16, 32, 36, 43, 55, 66]","['2020-06-16', '2020-06-29', '2020-07-15', '2020-07-21']","['2020-05-04', '2020-05-13', '2020-06-05', '2020-06-11', '2020-06-22', '2020-07-09', '2020-07-24']","[2.9499999999999997, 1.0, 0.75, 0.5, 0.75, 0.0, 0.0, 0.0]","[2.2285714285714286, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285]",349,369
CMRX,2020-07-07,2020-03-19,[12],"[11, 24, 42, 70, 80]",['2020-07-23'],"['2020-04-03', '2020-04-23', '2020-05-19', '2020-06-29', '2020-07-14']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4000000000000004, 0.8, 0.8, 0.4, 0.4, 0.0, 0.2, 0.0]",168,152
CMTL,2020-07-01,2020-07-10,[15],[6],['2020-07-23'],['2020-07-20'],"[2.9, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",647,640
CNBKA,2020-06-30,2020-06-12,"[10, 15]","[10, 18]","['2020-07-15', '2020-07-22']","['2020-06-26', '2020-07-09']","[2.5, 1.0, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0]","[2.9, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0]",584,547
CNCE,2020-06-23,2020-04-01,"[10, 15]","[22, 30, 44, 49, 60, 66, 71]","['2020-07-08', '2020-07-15']","['2020-05-04', '2020-05-14', '2020-06-04', '2020-06-11', '2020-06-26', '2020-07-07', '2020-07-14']","[2.5, 1.0, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0]","[2.457142857142857, 0.5714285714285714, 0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.0, 0.42857142857142855, 0.0]",149,154
CNCR,2020-06-02,2020-05-13,"[6, 15, 26, 33]","[9, 16, 21, 32, 42]","['2020-06-10', '2020-06-23', '2020-07-09', '2020-07-20']","['2020-05-27', '2020-06-05', '2020-06-12', '2020-06-29', '2020-07-14']","[2.725, 1.0, 0.5, 0.25, 0.75, 0.0, 0.25, 0.0]","[2.18, 1.0, 0.6, 0.0, 0.6, 0.2, 0.0, 0.0]",112,108
CNDT,2020-04-09,2020-02-27,"[6, 14, 20, 33, 40, 57, 68]","[10, 21, 26, 34, 78, 84, 95]","['2020-04-20', '2020-04-30', '2020-05-08', '2020-05-28', '2020-06-08', '2020-07-01', '2020-07-17']","['2020-03-12', '2020-03-27', '2020-04-03', '2020-04-16', '2020-06-18', '2020-06-26', '2020-07-14']","[2.257142857142857, 1.0, 0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.0, 0.14285714285714285, 0.0]","[2.1285714285714286, 0.7142857142857143, 0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.0, 0.0, 0.14285714285714285]",86,79
CNET,2020-04-07,2019-10-24,"[6, 30, 34, 43, 48, 53, 72]","[22, 34, 38, 63, 86, 99, 111, 140, 150, 170, 189]","['2020-04-16', '2020-05-20', '2020-05-27', '2020-06-09', '2020-06-16', '2020-06-23', '2020-07-21']","['2019-11-25', '2019-12-12', '2019-12-18', '2020-01-27', '2020-02-28', '2020-03-18', '2020-04-03', '2020-05-15', '2020-06-01', '2020-06-29', '2020-07-27']","[2.414285714285714, 1.0, 0.7142857142857143, 0.14285714285714285, 0.5714285714285714, 0.14285714285714285, 0.0, 0.14285714285714285]","[2.190909090909091, 0.09090909090909091, 0.6363636363636364, 0.2727272727272727, 0.45454545454545453, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091]",213,196
CNFR,2020-06-08,2020-03-25,"[9, 30]","[8, 12, 18, 28, 36, 54, 70, 75]","['2020-06-19', '2020-07-21']","['2020-04-06', '2020-04-13', '2020-04-21', '2020-05-05', '2020-05-15', '2020-06-11', '2020-07-06', '2020-07-13']","[3.3, 1.0, 0.5, 0.5, 1.0, 0.5, 0.0, 0.0]","[2.7375, 0.75, 0.875, 0.25, 0.625, 0.375, 0.0, 0.0]",114,116
CNFRL,2020-06-19,2020-05-14,[15],"[6, 11, 18, 30, 46]",['2020-07-13'],"['2020-05-22', '2020-06-01', '2020-06-10', '2020-06-26', '2020-07-21']","[2.9, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[2.7600000000000002, 1.0, 0.8, 0.2, 0.6, 0.2, 0.2, 0.0]",33,40
CNMD,2020-07-15,2020-05-14,[6],"[10, 21, 30, 38]",['2020-07-23'],"['2020-05-29', '2020-06-15', '2020-06-26', '2020-07-09']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4499999999999997, 1.0, 0.75, 0.5, 0.5, 0.0, 0.0, 0.0]",622,617
CNNB,2020-04-02,2020-06-11,"[18, 27, 34, 44, 69, 73]","[12, 22]","['2020-04-29', '2020-05-12', '2020-05-21', '2020-06-05', '2020-07-13', '2020-07-17']","['2020-06-29', '2020-07-14']","[2.0500000000000003, 0.5, 0.5, 0.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",18,17
CNOB,2020-06-30,2020-01-31,"[12, 16]","[6, 19, 33, 44, 52, 66, 72, 91, 110, 117]","['2020-07-17', '2020-07-23']","['2020-02-10', '2020-02-28', '2020-03-19', '2020-04-03', '2020-04-16', '2020-05-06', '2020-05-14', '2020-06-11', '2020-07-09', '2020-07-20']","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.27, 0.1, 0.6, 0.1, 0.5, 0.2, 0.4, 0.0]",528,490
CNSL,2020-06-23,2019-12-02,"[5, 15]","[14, 19, 24, 33, 42, 52, 61, 76, 84, 93, 100, 105, 113, 154, 162]","['2020-06-30', '2020-07-15']","['2019-12-20', '2019-12-30', '2020-01-07', '2020-01-21', '2020-02-03', '2020-02-18', '2020-03-02', '2020-03-23', '2020-04-02', '2020-04-16', '2020-04-27', '2020-05-04', '2020-05-14', '2020-07-14', '2020-07-24']","[2.15, 1.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.5]","[1.94, 0.2, 0.6, 0.13333333333333333, 0.4666666666666667, 0.06666666666666667, 0.13333333333333333, 0.0]",338,359
CNSP,2020-06-10,2020-06-19,"[10, 18, 26]","[5, 15, 22]","['2020-06-24', '2020-07-07', '2020-07-17']","['2020-06-26', '2020-07-13', '2020-07-22']","[2.4, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[2.2333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333]",15,16
CNST,2020-06-15,2020-05-27,"[15, 24]","[12, 24, 34]","['2020-07-07', '2020-07-20']","['2020-06-12', '2020-06-30', '2020-07-15']","[3.15, 1.0, 0.5, 0.5, 1.0, 0.0, 0.0, 0.0]","[2.9, 1.0, 1.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",48,46
CNTG,2020-07-01,2020-02-28,[15],"[12, 20, 30, 36, 57, 64, 83, 96]",['2020-07-23'],"['2020-03-17', '2020-03-27', '2020-04-13', '2020-04-21', '2020-05-20', '2020-06-01', '2020-06-26', '2020-07-16']","[2.9, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[2.5375, 0.875, 0.75, 0.25, 0.625, 0.125, 0.0, 0.0]",18,15
CNTY,2020-05-28,2019-12-30,"[6, 13, 33, 38]","[6, 15, 77, 94, 113, 144]","['2020-06-05', '2020-06-16', '2020-07-15', '2020-07-22']","['2020-01-08', '2020-01-22', '2020-04-21', '2020-05-14', '2020-06-11', '2020-07-27']","[2.175, 1.0, 0.5, 0.0, 0.5, 0.0, 0.25, 0.25]","[2.066666666666667, 0.6666666666666666, 0.5, 0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666, 0.0]",483,502
CNXN,2020-04-14,2020-06-19,"[12, 18, 31, 39, 44, 49, 57, 70]","[16, 24]","['2020-04-30', '2020-05-08', '2020-05-28', '2020-06-09', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-23']","['2020-07-14', '2020-07-24']","[1.975, 0.625, 0.5, 0.125, 0.5, 0.125, 0.125, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",537,517
COCP,2020-04-22,2019-08-21,"[4, 9, 14, 22, 45, 55, 62]","[5, 12, 24, 37, 44, 50, 60, 111, 117, 126, 136, 144, 149, 154, 166, 184, 218, 225, 233]","['2020-04-28', '2020-05-05', '2020-05-12', '2020-05-22', '2020-06-25', '2020-07-10', '2020-07-21']","['2019-08-28', '2019-09-09', '2019-09-25', '2019-10-14', '2019-10-23', '2019-10-31', '2019-11-14', '2020-01-30', '2020-02-07', '2020-02-21', '2020-03-06', '2020-03-18', '2020-03-25', '2020-04-01', '2020-04-20', '2020-05-14', '2020-07-02', '2020-07-14', '2020-07-24']","[2.0428571428571427, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285]","[1.9789473684210523, 0.05263157894736842, 0.631578947368421, 0.21052631578947367, 0.42105263157894735, 0.21052631578947367, 0.10526315789473684, 0.10526315789473684]",110,138
CODA,2020-03-25,2020-06-25,"[9, 28, 44, 48, 52, 66, 80]",[9],"['2020-04-07', '2020-05-05', '2020-05-28', '2020-06-03', '2020-06-09', '2020-06-29', '2020-07-20']",['2020-07-09'],"[2.4285714285714284, 0.5714285714285714, 0.8571428571428571, 0.14285714285714285, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",131,142
CODX,2020-06-24,2020-05-15,"[6, 20]","[7, 15, 30, 40]","['2020-07-02', '2020-07-23']","['2020-05-27', '2020-06-08', '2020-06-29', '2020-07-14']","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.325, 1.0, 0.5, 0.75, 0.5, 0.0, 0.0, 0.0]",73,64
COFS,2020-04-21,2020-07-10,"[23, 33, 44, 60, 67]",[9],"['2020-05-22', '2020-06-08', '2020-06-23', '2020-07-16', '2020-07-27']",['2020-07-23'],"[1.98, 0.8, 0.4, 0.2, 0.4, 0.0, 0.4, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",204,162
COHR,2020-06-08,2020-05-28,"[6, 20, 30, 34]","[12, 24, 32, 40]","['2020-06-16', '2020-07-07', '2020-07-21', '2020-07-27']","['2020-06-15', '2020-07-01', '2020-07-14', '2020-07-24']","[2.875, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.25]","[2.575, 1.0, 1.0, 0.25, 0.5, 0.0, 0.0, 0.0]",717,703
COHU,2020-04-29,2020-01-31,"[16, 27, 36, 44, 51]","[9, 33, 44, 55, 66, 72, 82, 102, 109, 116]","['2020-05-21', '2020-06-08', '2020-06-19', '2020-07-01', '2020-07-13']","['2020-02-13', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-06', '2020-05-14', '2020-05-29', '2020-06-26', '2020-07-08', '2020-07-17']","[2.4000000000000004, 0.8, 0.6, 0.0, 0.6, 0.4, 0.2, 0.0]","[2.32, 0.1, 0.6, 0.1, 0.5, 0.2, 0.4, 0.1]",764,752
COKE,2020-07-06,2020-07-09,[9],[9],['2020-07-17'],['2020-07-22'],"[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",639,676
COLB,2020-04-20,2020-06-24,"[7, 27, 35, 40, 50, 66]",[10],"['2020-04-29', '2020-05-28', '2020-06-09', '2020-06-16', '2020-06-30', '2020-07-23']",['2020-07-09'],"[2.0, 0.8333333333333334, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",493,504
COLL,2019-08-29,2020-04-02,"[8, 22, 35, 40, 50, 65, 72, 96, 111, 118, 126, 143, 165, 176, 180, 187, 200, 205, 214, 222]","[9, 21, 50, 60, 70]","['2019-09-11', '2019-10-01', '2019-10-18', '2019-10-25', '2019-11-08', '2019-12-02', '2019-12-11', '2020-01-16', '2020-02-07', '2020-02-19', '2020-03-02', '2020-03-25', '2020-04-27', '2020-05-12', '2020-05-18', '2020-05-28', '2020-06-16', '2020-06-23', '2020-07-07', '2020-07-17']","['2020-04-16', '2020-05-04', '2020-06-15', '2020-06-29', '2020-07-14']","[2.0949999999999998, 0.2, 0.65, 0.4, 0.35, 0.15, 0.25, 0.0]","[2.56, 0.8, 0.6, 0.6, 0.6, 0.2, 0.0, 0.0]",119,129
COLM,2020-06-24,2020-07-10,"[6, 15, 20]",[6],"['2020-07-02', '2020-07-16', '2020-07-23']",['2020-07-20'],"[2.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",518,533
COMM,2020-07-06,2020-06-25,[9],[9],['2020-07-17'],['2020-07-09'],"[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",156,153
COMT,2020-04-09,2020-05-22,"[20, 42, 46, 51]","[15, 22, 35]","['2020-05-08', '2020-06-10', '2020-06-16', '2020-06-23']","['2020-06-15', '2020-06-24', '2020-07-14']","[2.275, 1.0, 0.75, 0.25, 0.5, 0.0, 0.0, 0.0]","[2.066666666666667, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",127,137
CONE,2019-10-03,2020-06-30,"[13, 20, 33, 45, 55, 60, 68, 75, 84, 90, 96, 123, 130, 142, 151, 156, 167, 171, 177, 188, 196]","[6, 11]","['2019-10-22', '2019-10-31', '2019-11-19', '2019-12-06', '2019-12-20', '2019-12-30', '2020-01-10', '2020-01-22', '2020-02-04', '2020-02-12', '2020-02-21', '2020-03-31', '2020-04-09', '2020-04-28', '2020-05-11', '2020-05-18', '2020-06-03', '2020-06-09', '2020-06-17', '2020-07-02', '2020-07-15']","['2020-07-09', '2020-07-16']","[2.123809523809524, 0.14285714285714285, 0.5238095238095238, 0.3333333333333333, 0.5238095238095238, 0.14285714285714285, 0.09523809523809523, 0.09523809523809523]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",168,185
CONN,2020-02-12,2020-01-27,"[6, 30, 40, 54, 60, 80, 89, 94, 99, 107, 112]","[6, 15, 36, 48, 59, 70, 76, 102, 117, 121]","['2020-02-21', '2020-03-26', '2020-04-09', '2020-04-30', '2020-05-08', '2020-06-08', '2020-06-19', '2020-06-26', '2020-07-06', '2020-07-16', '2020-07-23']","['2020-02-04', '2020-02-18', '2020-03-18', '2020-04-03', '2020-04-21', '2020-05-06', '2020-05-14', '2020-06-22', '2020-07-14', '2020-07-20']","[2.2454545454545456, 0.09090909090909091, 0.7272727272727273, 0.36363636363636365, 0.45454545454545453, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091]","[2.22, 0.0, 0.6, 0.2, 0.6, 0.2, 0.1, 0.0]",386,370
COOP,2020-03-26,2020-06-24,"[12, 18, 24, 30, 43, 49, 56, 81]",[9],"['2020-04-14', '2020-04-22', '2020-04-30', '2020-05-08', '2020-05-28', '2020-06-05', '2020-06-16', '2020-07-22']",['2020-07-08'],"[2.3125, 0.75, 0.625, 0.125, 0.625, 0.25, 0.0, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",138,126
CORE,2019-12-18,2020-05-14,"[9, 20, 36, 50, 55, 70, 77, 90, 104, 110, 117, 136, 143, 147]","[6, 12, 21, 26, 30, 38, 45, 50]","['2020-01-02', '2020-01-17', '2020-02-11', '2020-03-03', '2020-03-10', '2020-03-31', '2020-04-09', '2020-04-29', '2020-05-19', '2020-05-28', '2020-06-08', '2020-07-06', '2020-07-15', '2020-07-21']","['2020-05-22', '2020-06-02', '2020-06-15', '2020-06-22', '2020-06-26', '2020-07-09', '2020-07-20', '2020-07-27']","[2.15, 0.21428571428571427, 0.5714285714285714, 0.42857142857142855, 0.35714285714285715, 0.2857142857142857, 0.2857142857142857, 0.07142857142857142]","[2.65, 1.0, 0.75, 0.375, 0.625, 0.125, 0.0, 0.0]",371,375
CORT,2020-05-26,2020-06-26,"[12, 20, 28, 39]","[6, 11]","['2020-06-11', '2020-06-23', '2020-07-06', '2020-07-21']","['2020-07-07', '2020-07-14']","[2.275, 1.0, 0.75, 0.25, 0.5, 0.0, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",369,360
COST,2020-05-11,2020-06-15,"[6, 12, 17, 30, 45, 49]","[8, 24, 28]","['2020-05-19', '2020-05-28', '2020-06-04', '2020-06-23', '2020-07-15', '2020-07-21']","['2020-06-25', '2020-07-20', '2020-07-24']","[2.383333333333333, 0.8333333333333334, 0.5, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.0, 0.0]","[2.0666666666666664, 1.0, 1.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",736,719
COUP,2020-07-10,2020-02-28,[6],"[9, 24, 36, 42, 61, 68, 94, 102]",['2020-07-20'],"['2020-03-12', '2020-04-02', '2020-04-21', '2020-04-29', '2020-05-27', '2020-06-05', '2020-07-14', '2020-07-24']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4000000000000004, 0.875, 0.75, 0.0, 0.625, 0.25, 0.0, 0.0]",89,86
COWN,2020-06-09,2020-05-13,"[5, 20, 30]","[6, 11, 22, 39]","['2020-06-16', '2020-07-08', '2020-07-22']","['2020-05-21', '2020-05-29', '2020-06-15', '2020-07-09']","[2.533333333333333, 1.0, 0.6666666666666666, 1.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",288,299
COWNL,2020-06-09,2020-06-26,"[10, 30]",[6],"['2020-06-23', '2020-07-22']",['2020-07-07'],"[3.0999999999999996, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",37,47
COWNZ,2020-04-16,2020-07-14,"[18, 33, 47, 54, 60, 67]",[9],"['2020-05-12', '2020-06-03', '2020-06-23', '2020-07-02', '2020-07-13', '2020-07-22']",['2020-07-27'],"[2.5166666666666666, 1.0, 0.5, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0]","[2.5, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",55,63
CPAA,2020-05-13,2020-06-12,"[6, 22, 36, 44]",[22],"['2020-05-21', '2020-06-15', '2020-07-06', '2020-07-16']",['2020-07-15'],"[2.9250000000000003, 0.75, 1.0, 0.0, 0.5, 0.25, 0.5, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",15,14
CPAAU,2020-06-09,2020-01-29,"[18, 23, 27]","[18, 30, 35, 52, 67, 72, 84, 90, 110, 115, 120]","['2020-07-06', '2020-07-13', '2020-07-17']","['2020-02-25', '2020-03-12', '2020-03-19', '2020-04-14', '2020-05-05', '2020-05-12', '2020-05-29', '2020-06-08', '2020-07-07', '2020-07-14', '2020-07-21']","[2.1333333333333333, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]","[2.518181818181818, 0.0, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454, 0.2727272727272727, 0.09090909090909091, 0.0]",22,23
CPAH,2020-07-10,2017-10-05,[6],"[18, 27, 42, 46, 56, 87, 93, 102, 119, 126, 132, 139, 144, 152, 177, 181, 203, 208, 216, 230, 258, 270, 286, 290, 306, 319, 327, 348, 362, 405, 422, 446, 450, 467, 475, 499, 520, 544, 550, 579, 585, 604, 636, 647, 655, 675, 683, 696, 704]",['2020-07-20'],"['2017-10-31', '2017-11-13', '2017-12-05', '2017-12-11', '2017-12-26', '2018-02-09', '2018-02-20', '2018-03-05', '2018-03-28', '2018-04-09', '2018-04-17', '2018-04-26', '2018-05-03', '2018-05-15', '2018-06-20', '2018-06-26', '2018-07-27', '2018-08-03', '2018-08-15', '2018-09-05', '2018-10-15', '2018-10-31', '2018-11-23', '2018-11-29', '2018-12-24', '2019-01-14', '2019-01-25', '2019-02-26', '2019-03-18', '2019-05-17', '2019-06-12', '2019-07-17', '2019-07-23', '2019-08-15', '2019-08-27', '2019-10-01', '2019-10-30', '2019-12-04', '2019-12-12', '2020-01-27', '2020-02-04', '2020-03-03', '2020-04-17', '2020-05-04', '2020-05-14', '2020-06-12', '2020-06-24', '2020-07-14', '2020-07-24']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.9877551020408162, 0.061224489795918366, 0.5918367346938775, 0.22448979591836735, 0.46938775510204084, 0.22448979591836735, 0.10204081632653061, 0.0]",280,285
CPHC,2020-06-04,2020-06-24,"[9, 22, 28, 33]","[6, 18]","['2020-06-17', '2020-07-07', '2020-07-15', '2020-07-22']","['2020-07-02', '2020-07-21']","[2.375, 1.0, 0.5, 0.0, 0.5, 0.25, 0.5, 0.0]","[3.55, 1.0, 1.0, 0.0, 1.0, 0.5, 0.0, 0.0]",285,269
CPIX,2020-07-06,2020-06-04,[10],"[6, 18, 25]",['2020-07-20'],"['2020-06-12', '2020-06-30', '2020-07-10']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.6666666666666665, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",242,258
CPLP,2020-07-01,2020-06-12,"[10, 15]","[12, 18]","['2020-07-16', '2020-07-23']","['2020-06-30', '2020-07-09']","[2.5, 1.0, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0]","[3.55, 1.0, 1.0, 0.0, 1.0, 0.5, 0.0, 0.0]",275,268
CPRT,2020-07-07,2020-06-15,[12],"[10, 20]",['2020-07-23'],"['2020-06-29', '2020-07-14']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",550,555
CPRX,2020-06-10,2020-05-29,"[20, 24]","[10, 30]","['2020-07-09', '2020-07-15']","['2020-06-12', '2020-07-13']","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[3.0999999999999996, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0]",282,283
CPSH,2020-07-17,2020-04-16,[6],"[45, 66]",['2020-07-27'],"['2020-06-19', '2020-07-21']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.6999999999999997, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.0]",332,327
CPSI,2020-06-08,2020-05-14,"[6, 11, 17, 30]","[6, 10, 19, 30, 38]","['2020-06-16', '2020-06-23', '2020-07-01', '2020-07-21']","['2020-05-22', '2020-05-29', '2020-06-11', '2020-06-26', '2020-07-09']","[2.225, 1.0, 0.5, 0.25, 0.5, 0.0, 0.25, 0.0]","[2.24, 1.0, 0.8, 0.4, 0.4, 0.0, 0.0, 0.0]",428,442
CPSS,2020-06-22,2020-06-11,"[12, 21]","[5, 24]","['2020-07-09', '2020-07-22']","['2020-06-18', '2020-07-16']","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5]",503,524
