ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count
GIS,2020/7/15,2020/6/26,[7],[15],['2020-07-24'],['2020-07-20'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",886,881
GIX,2020/6/19,2020/6/18,"[6, 14]","[6, 12]","['2020-06-29', '2020-07-10']","['2020-06-26', '2020-07-07']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]",22,17
GJH,2020/6/16,2020/5/18,[24],[21],['2020-07-21'],['2020-06-17'],"[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",300,292
GJO,2020/6/11,2020/4/7,[5],"[6, 12, 24, 46]",['2020-06-18'],"['2020-04-16', '2020-04-24', '2020-05-12', '2020-06-12']","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.6749999999999998, 1.0, 0.75, 0.0, 0.0, 0.25, 0.5, 0.0]",248,266
GJP,2019/12/18,2020/4/29,"[5, 26, 51, 84, 91, 110, 114]","[15, 21, 39, 48]","['2019-12-26', '2020-01-28', '2020-03-04', '2020-04-21', '2020-04-30', '2020-05-28', '2020-06-03']","['2020-05-20', '2020-05-29', '2020-06-24', '2020-07-08']","[1.6428571428571426, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]","[2.4000000000000004, 1.0, 1.0, 0.25, 0.25, 0.25, 0.25, 0.0]",194,206
GJR,2020/4/15,2019/12/20,"[42, 67]","[15, 82, 120, 140]","['2020-06-15', '2020-07-21']","['2020-01-14', '2020-04-21', '2020-06-15', '2020-07-14']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.05, 0.5, 0.5, 0.75, 0.25, 0.25, 0.25, 0.0]",178,190
GJS,2020/6/22,2019/5/20,[15],"[20, 48, 60, 64, 69, 105, 122, 129, 140, 144, 198, 210, 216, 228, 232, 239, 259, 270, 276, 281, 293, 298]",['2020-07-14'],"['2019-06-18', '2019-07-29', '2019-08-14', '2019-08-20', '2019-08-27', '2019-10-17', '2019-11-11', '2019-11-20', '2019-12-06', '2019-12-12', '2020-03-03', '2020-03-19', '2020-03-27', '2020-04-15', '2020-04-21', '2020-04-30', '2020-05-29', '2020-06-15', '2020-06-23', '2020-06-30', '2020-07-17', '2020-07-24']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.5772727272727272, 0.13636363636363635, 0.5454545454545454, 0.2727272727272727, 0.18181818181818182, 0.22727272727272727, 0.2727272727272727, 0.0]",270,280
GJT,2020/6/8,2020/3/23,[15],"[9, 49, 56, 65]",['2020-06-29'],"['2020-04-03', '2020-06-02', '2020-06-11', '2020-06-24']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.65, 0.5, 0.25, 0.25, 0.5, 0.25, 0.0, 0.0]",229,217
GKOS,2020/6/23,2020/2/28,"[8, 15, 21]","[16, 24, 36, 45, 54, 63, 72, 84, 91, 97, 102]","['2020-07-06', '2020-07-15', '2020-07-23']","['2020-03-23', '2020-04-02', '2020-04-21', '2020-05-04', '2020-05-15', '2020-05-29', '2020-06-11', '2020-06-29', '2020-07-09', '2020-07-17', '2020-07-24']","[2.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[1.9636363636363634, 0.18181818181818182, 0.7272727272727273, 0.09090909090909091, 0.2727272727272727, 0.2727272727272727, 0.36363636363636365, 0.0]",127,124
GL,2020/6/16,2020/7/9,"[13, 21, 27]",[7],"['2020-07-06', '2020-07-16', '2020-07-24']",['2020-07-20'],"[1.8333333333333333, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",795,836
GLEO,2019/12/24,2020/5/4,"[21, 35, 41, 48, 63, 75, 82, 90, 108, 112, 130]","[10, 21, 55]","['2020-01-27', '2020-02-14', '2020-02-25', '2020-03-05', '2020-03-26', '2020-04-14', '2020-04-23', '2020-05-05', '2020-06-01', '2020-06-05', '2020-07-01']","['2020-05-18', '2020-06-03', '2020-07-22']","[1.8727272727272726, 0.0, 0.5454545454545454, 0.36363636363636365, 0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.0]","[1.8333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]",13,12
GLOB,2020/6/23,2020/5/29,"[13, 21]","[5, 9, 15, 21, 31, 39]","['2020-07-13', '2020-07-23']","['2020-06-05', '2020-06-11', '2020-06-19', '2020-06-29', '2020-07-14', '2020-07-24']","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]","[1.65, 1.0, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666]",153,155
GLOG,2020/6/30,2020/5/22,[15],"[6, 24, 35]",['2020-07-22'],"['2020-06-02', '2020-06-26', '2020-07-14']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.3333333333333335, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",191,190
GLOP,2020/5/18,2020/7/13,"[14, 33]",[7],"['2020-06-08', '2020-07-06']",['2020-07-22'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",125,137
GLP,2020/5/26,2020/1/29,"[9, 15, 35, 39]","[21, 35, 46, 57, 74, 80, 84, 102, 106, 119]","['2020-06-08', '2020-06-16', '2020-07-15', '2020-07-21']","['2020-02-28', '2020-03-19', '2020-04-03', '2020-04-21', '2020-05-14', '2020-05-22', '2020-05-29', '2020-06-24', '2020-06-30', '2020-07-20']","[1.9499999999999997, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0]","[1.57, 0.1, 0.4, 0.2, 0.4, 0.1, 0.1, 0.0]",353,329
GLT,2020/6/16,2020/5/6,"[13, 20, 24]","[6, 27, 35, 43]","['2020-07-06', '2020-07-15', '2020-07-21']","['2020-05-14', '2020-06-15', '2020-06-25', '2020-07-08']","[1.4333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.475, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.0]",752,756
GLW,2020/1/14,2020/7/9,"[16, 21, 33, 45, 50, 60, 72, 80, 102, 106, 119]",[12],"['2020-02-06', '2020-02-13', '2020-03-03', '2020-03-19', '2020-03-26', '2020-04-09', '2020-04-28', '2020-05-08', '2020-06-10', '2020-06-16', '2020-07-06']",['2020-07-27'],"[1.5363636363636362, 0.0, 0.5454545454545454, 0.36363636363636365, 0.18181818181818182, 0.2727272727272727, 0.18181818181818182, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",827,821
GM,2020/5/27,2020/6/26,"[8, 14, 27, 35, 40]",[15],"['2020-06-08', '2020-06-16', '2020-07-06', '2020-07-16', '2020-07-23']",['2020-07-20'],"[1.6400000000000001, 1.0, 0.2, 0.4, 0.4, 0.4, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",241,227
GME,2019/11/7,2020/4/23,"[5, 21, 28, 37, 60, 65, 70, 96, 107, 111, 120, 132, 138, 147, 154, 169, 177]","[15, 21, 26, 34, 52, 60]","['2019-11-14', '2019-12-09', '2019-12-18', '2020-01-02', '2020-02-05', '2020-02-12', '2020-02-20', '2020-03-27', '2020-04-14', '2020-04-20', '2020-05-01', '2020-05-19', '2020-05-28', '2020-06-10', '2020-06-19', '2020-07-13', '2020-07-23']","['2020-05-14', '2020-05-22', '2020-06-01', '2020-06-11', '2020-07-08', '2020-07-20']","[1.7529411764705884, 0.11764705882352941, 0.5294117647058824, 0.29411764705882354, 0.29411764705882354, 0.11764705882352941, 0.23529411764705882, 0.058823529411764705]","[1.5833333333333333, 0.8333333333333334, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666, 0.16666666666666666]",428,437
GMED,2020/7/2,2020/6/4,[12],"[7, 15, 24]",['2020-07-21'],"['2020-06-15', '2020-06-25', '2020-07-09']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.3333333333333335, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",182,191
GMRE,2020/3/27,2020/7/9,"[9, 22, 28, 36, 41, 49, 55, 66]",[12],"['2020-04-09', '2020-04-29', '2020-05-07', '2020-05-19', '2020-05-27', '2020-06-08', '2020-06-16', '2020-07-01']",['2020-07-27'],"[1.35, 0.625, 0.375, 0.125, 0.25, 0.0, 0.125, 0.125]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",94,96
GMS,2020/4/7,2020/6/22,"[15, 24, 28, 35, 42, 48, 59, 69, 74]","[13, 21]","['2020-04-29', '2020-05-12', '2020-05-18', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-16', '2020-07-23']","['2020-07-10', '2020-07-22']","[1.7777777777777777, 0.0, 0.5555555555555556, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.0]","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]",100,105
GMTA,2019/4/2,2020/4/1,"[21, 33, 44, 63, 84, 96, 108, 120, 125, 143, 156, 177, 191, 196, 210, 215, 224, 231, 248, 258, 265, 269, 297, 310, 321, 330]","[9, 20, 30, 40, 45, 49, 62]","['2019-05-02', '2019-05-20', '2019-06-05', '2019-07-02', '2019-08-01', '2019-08-19', '2019-09-05', '2019-09-23', '2019-09-30', '2019-10-24', '2019-11-12', '2019-12-12', '2020-01-03', '2020-01-10', '2020-01-31', '2020-02-07', '2020-02-21', '2020-03-03', '2020-03-26', '2020-04-09', '2020-04-21', '2020-04-27', '2020-06-05', '2020-06-24', '2020-07-10', '2020-07-23']","['2020-04-15', '2020-04-30', '2020-05-14', '2020-05-29', '2020-06-05', '2020-06-11', '2020-06-30']","[1.6884615384615382, 0.15384615384615385, 0.5769230769230769, 0.2692307692307692, 0.2692307692307692, 0.15384615384615385, 0.19230769230769232, 0.0]","[1.385714285714286, 0.7142857142857143, 0.42857142857142855, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0]",86,91
GMZ,2020/6/16,2020/3/19,"[5, 24]","[7, 18, 39, 44, 49, 60, 80]","['2020-06-23', '2020-07-21']","['2020-03-30', '2020-04-15', '2020-05-14', '2020-05-21', '2020-05-29', '2020-06-15', '2020-07-14']","[2.05, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5]","[1.614285714285714, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.0]",153,145
GNC,2020/4/27,2020/3/25,"[21, 25, 29, 34, 42, 48, 53]","[7, 18, 27, 35, 46, 63, 69]","['2020-05-27', '2020-06-02', '2020-06-08', '2020-06-15', '2020-06-25', '2020-07-06', '2020-07-13']","['2020-04-03', '2020-04-21', '2020-05-04', '2020-05-14', '2020-06-01', '2020-06-24', '2020-07-02']","[1.6428571428571428, 1.0, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[1.7857142857142856, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.42857142857142855, 0.0, 0.0, 0.0]",224,217
GNE,2020/3/31,2020/4/3,"[12, 20, 26, 45]","[7, 14, 28, 40, 57, 66]","['2020-04-17', '2020-04-29', '2020-05-07', '2020-06-04']","['2020-04-15', '2020-04-24', '2020-05-14', '2020-06-02', '2020-06-25', '2020-07-09']","[1.4, 1.0, 0.5, 0.5, 0.0, 0.0, 0.25, 0.0]","[1.7333333333333334, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.0]",189,181
GNK,2020/6/19,2020/5/22,"[10, 21]","[4, 13, 24, 35, 39]","['2020-07-06', '2020-07-21']","['2020-05-29', '2020-06-11', '2020-06-26', '2020-07-14', '2020-07-20']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.58, 1.0, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2]",128,127
GNL,2020/7/6,2020/5/29,"[7, 13]","[9, 18, 29, 35, 40]","['2020-07-15', '2020-07-23']","['2020-06-11', '2020-06-24', '2020-07-10', '2020-07-20', '2020-07-27']","[1.45, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5]","[1.42, 1.0, 0.4, 0.4, 0.2, 0.2, 0.0, 0.0]",119,121
GNRC,2020/5/11,2020/5/14,"[12, 18, 30, 36, 49]","[12, 21, 49]","['2020-05-28', '2020-06-05', '2020-06-23', '2020-07-01', '2020-07-21']","['2020-06-02', '2020-06-15', '2020-07-24']","[2.06, 0.8, 0.8, 0.2, 0.2, 0.0, 0.4, 0.0]","[2.6, 0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0]",254,251
GNT,2020/4/14,2020/6/5,"[12, 20, 33, 40, 49]","[6, 28]","['2020-04-30', '2020-05-12', '2020-06-01', '2020-06-10', '2020-06-23']","['2020-06-15', '2020-07-16']","[1.5799999999999998, 0.8, 0.4, 0.4, 0.2, 0.2, 0.2, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",209,194
GNW,2020/6/8,2020/6/30,"[27, 35]",[9],"['2020-07-16', '2020-07-28']",['2020-07-14'],"[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",372,370
GOF,2019/10/9,2020/4/16,"[24, 39, 63, 76, 86, 99, 126, 140, 148, 166, 175]","[12, 20, 28, 41, 48, 57]","['2019-11-12', '2019-12-04', '2020-01-09', '2020-01-29', '2020-02-12', '2020-03-03', '2020-04-09', '2020-04-30', '2020-05-12', '2020-06-08', '2020-06-19']","['2020-05-04', '2020-05-14', '2020-05-27', '2020-06-15', '2020-06-24', '2020-07-08']","[1.5363636363636364, 0.09090909090909091, 0.45454545454545453, 0.18181818181818182, 0.36363636363636365, 0.09090909090909091, 0.09090909090909091, 0.0]","[1.6333333333333333, 1.0, 0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0]",267,288
GOL,2020/6/16,2020/4/24,"[5, 20, 24]","[14, 24, 33, 40, 45, 55, 63]","['2020-06-23', '2020-07-15', '2020-07-21']","['2020-05-14', '2020-05-29', '2020-06-11', '2020-06-22', '2020-06-29', '2020-07-14', '2020-07-24']","[1.6666666666666667, 1.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.9999999999999998, 0.7142857142857143, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]",354,349
GOLD,2020/7/9,2020/7/14,[12],[7],['2020-07-27'],['2020-07-23'],"[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",743,730
GOLF,2020/6/23,2020/5/14,"[7, 24]","[21, 30, 41]","['2020-07-02', '2020-07-28']","['2020-06-15', '2020-06-26', '2020-07-14']","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",85,88
GOOS,2020/6/23,2020/6/29,"[7, 15, 20]","[7, 14]","['2020-07-02', '2020-07-15', '2020-07-22']","['2020-07-09', '2020-07-20']","[1.7333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",82,78
GPC,2020/4/29,2020/7/9,"[14, 20, 26, 36, 45]","[7, 12]","['2020-05-19', '2020-05-28', '2020-06-05', '2020-06-19', '2020-07-02']","['2020-07-20', '2020-07-27']","[1.5599999999999998, 1.0, 0.4, 0.4, 0.2, 0.0, 0.2, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",851,851
GPI,2020/5/27,2020/7/9,"[7, 14, 25, 35]",[7],"['2020-06-05', '2020-06-16', '2020-07-01', '2020-07-16']",['2020-07-20'],"[2.05, 1.0, 0.0, 0.5, 0.75, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",489,514
GPJA,2020/4/9,2020/5/14,"[5, 14, 51, 69]","[21, 32, 50]","['2020-04-17', '2020-04-30', '2020-06-23', '2020-07-20']","['2020-06-15', '2020-06-30', '2020-07-27']","[1.55, 0.75, 0.5, 0.25, 0.25, 0.0, 0.0, 0.25]","[1.6, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",31,30
GPK,2020/6/16,2020/5/6,"[13, 24, 28]","[6, 12, 27, 35, 46]","['2020-07-06', '2020-07-21', '2020-07-27']","['2020-05-14', '2020-05-22', '2020-06-15', '2020-06-25', '2020-07-13']","[1.8666666666666667, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.66, 1.0, 0.6, 0.2, 0.2, 0.0, 0.2, 0.0]",533,552
GPM,2020/3/31,2020/5/14,"[7, 20, 29, 42, 48, 65]","[12, 21, 29, 38, 49]","['2020-04-09', '2020-04-29', '2020-05-12', '2020-06-01', '2020-06-09', '2020-07-02']","['2020-06-02', '2020-06-15', '2020-06-25', '2020-07-09', '2020-07-24']","[1.7166666666666668, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]","[1.64, 0.8, 0.4, 0.0, 0.4, 0.0, 0.2, 0.0]",295,289
GPMT,2020/7/1,2020/7/9,"[9, 15]","[7, 12]","['2020-07-15', '2020-07-23']","['2020-07-20', '2020-07-27']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",70,74
GPN,2020/7/2,2019/8/5,[14],"[7, 14, 26, 42, 56, 66, 78, 84, 90, 102, 120, 124, 132, 143, 159, 168, 176, 188, 196, 204, 217, 227, 237, 245]",['2020-07-23'],"['2019-08-14', '2019-08-23', '2019-09-11', '2019-10-03', '2019-10-23', '2019-11-06', '2019-11-22', '2019-12-03', '2019-12-11', '2019-12-30', '2020-01-27', '2020-01-31', '2020-02-12', '2020-02-28', '2020-03-23', '2020-04-03', '2020-04-16', '2020-05-04', '2020-05-14', '2020-05-27', '2020-06-15', '2020-06-29', '2020-07-14', '2020-07-24']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7291666666666665, 0.16666666666666666, 0.5, 0.125, 0.375, 0.16666666666666666, 0.20833333333333334, 0.0]",458,461
GPRK,2020/3/26,2020/5/14,"[11, 24, 36, 50, 56, 61, 69]","[8, 21, 32, 45]","['2020-04-13', '2020-04-30', '2020-05-18', '2020-06-08', '2020-06-16', '2020-06-23', '2020-07-06']","['2020-05-27', '2020-06-15', '2020-06-30', '2020-07-20']","[1.4142857142857141, 0.7142857142857143, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.0]","[1.625, 1.0, 0.5, 0.25, 0.25, 0.5, 0.0, 0.0]",154,152
GPS,2020/5/28,2020/6/25,"[7, 13, 21, 35, 39]","[12, 21]","['2020-06-08', '2020-06-16', '2020-06-26', '2020-07-17', '2020-07-23']","['2020-07-14', '2020-07-27']","[2.12, 1.0, 0.4, 0.2, 0.6, 0.0, 0.0, 0.2]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",844,845
GPX,2020/5/27,2020/7/7,"[7, 14, 23]",[14],"['2020-06-05', '2020-06-16', '2020-06-29']",['2020-07-27'],"[1.5333333333333332, 1.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",730,740
GRA,2020/5/27,2020/7/9,"[7, 26, 36]",[7],"['2020-06-05', '2020-07-02', '2020-07-17']",['2020-07-20'],"[1.5999999999999999, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",825,824
GRAF,2020/6/17,2020/6/24,"[12, 21, 25]",[15],"['2020-07-06', '2020-07-17', '2020-07-23']",['2020-07-16'],"[2.2333333333333334, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",35,20
GRAM,2020/6/5,2020/6/24,"[5, 15, 28]","[5, 13, 21]","['2020-06-12', '2020-06-26', '2020-07-16']","['2020-07-01', '2020-07-14', '2020-07-24']","[1.9000000000000001, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.8333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666]",146,141
GRC,2020/7/15,2020/7/9,[7],[7],['2020-07-24'],['2020-07-20'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",761,735
GRP-U,2020/4/20,2020/6/25,"[7, 14, 25, 33, 40, 45, 56]",[12],"['2020-04-29', '2020-05-08', '2020-05-26', '2020-06-05', '2020-06-16', '2020-06-23', '2020-07-09']",['2020-07-14'],"[1.757142857142857, 0.8571428571428571, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",389,379
GRUB,2020/7/13,2020/4/2,[6],"[6, 24, 38, 47, 70, 78]",['2020-07-21'],"['2020-04-13', '2020-05-07', '2020-05-28', '2020-06-10', '2020-07-14', '2020-07-24']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.4000000000000001, 0.6666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]",158,154
GRX,2020/6/23,2020/5/14,[7],"[21, 30, 38, 49]",['2020-07-02'],"['2020-06-15', '2020-06-26', '2020-07-09', '2020-07-24']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.925, 0.75, 0.5, 0.25, 0.5, 0.0, 0.0, 0.0]",280,262
GS,2020/7/6,2019/4/25,[7],"[14, 26, 35, 51, 72, 78, 84, 100, 105, 112, 132, 141, 146, 154, 169, 173, 183, 190, 200, 213, 227, 237, 245, 252, 258, 266, 285, 296, 304]",['2020-07-15'],"['2019-05-15', '2019-06-03', '2019-06-14', '2019-07-09', '2019-08-07', '2019-08-15', '2019-08-23', '2019-09-17', '2019-09-24', '2019-10-03', '2019-10-31', '2019-11-13', '2019-11-20', '2019-12-03', '2019-12-24', '2019-12-31', '2020-01-15', '2020-01-27', '2020-02-10', '2020-02-28', '2020-03-19', '2020-04-02', '2020-04-15', '2020-04-24', '2020-05-04', '2020-05-14', '2020-06-11', '2020-06-26', '2020-07-09']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5448275862068965, 0.13793103448275862, 0.4482758620689655, 0.2413793103448276, 0.3103448275862069, 0.1724137931034483, 0.13793103448275862, 0.0]",511,498
GSBD,2020/4/28,2020/4/23,"[7, 21, 28, 34, 55, 60]","[7, 15, 27, 34, 46, 54, 60]","['2020-05-07', '2020-05-28', '2020-06-08', '2020-06-16', '2020-07-16', '2020-07-23']","['2020-05-04', '2020-05-14', '2020-06-02', '2020-06-11', '2020-06-29', '2020-07-10', '2020-07-20']","[2.1333333333333333, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666, 0.3333333333333333]","[1.5857142857142856, 1.0, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.14285714285714285, 0.14285714285714285]",122,117
GSH,2020/7/6,2020/6/15,[5],"[9, 24, 28]",['2020-07-13'],"['2020-06-26', '2020-07-20', '2020-07-24']","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",546,535
GSK,2020/6/23,2020/1/7,"[8, 18, 24]","[13, 21, 36, 52, 60, 80, 84, 90, 97, 110, 121, 128, 138]","['2020-07-06', '2020-07-20', '2020-07-28']","['2020-01-27', '2020-02-06', '2020-02-28', '2020-03-23', '2020-04-02', '2020-05-01', '2020-05-07', '2020-05-15', '2020-05-27', '2020-06-15', '2020-06-30', '2020-07-10', '2020-07-24']","[1.5333333333333332, 1.0, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]","[1.407692307692308, 0.07692307692307693, 0.46153846153846156, 0.3076923076923077, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.07692307692307693]",851,817
GSL,2020/2/12,2020/4/3,"[6, 30, 42, 53, 63, 73, 80, 86, 91, 99, 108, 112]","[21, 28, 39, 49, 58, 69]","['2020-02-21', '2020-03-26', '2020-04-14', '2020-04-29', '2020-05-13', '2020-05-28', '2020-06-08', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-17', '2020-07-23']","['2020-05-05', '2020-05-14', '2020-06-01', '2020-06-15', '2020-06-26', '2020-07-14']","[1.5333333333333332, 0.08333333333333333, 0.5, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.08333333333333333, 0.0]","[1.7333333333333334, 0.6666666666666666, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",247,246
GSLD,2020/6/11,2020/4/21,[28],"[9, 18, 28, 36, 48, 58]",['2020-07-22'],"['2020-05-04', '2020-05-15', '2020-06-01', '2020-06-11', '2020-06-29', '2020-07-14']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7166666666666666, 1.0, 0.6666666666666666, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0]",12,15
