ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,signal
PROS,2020/5/11,2020/6/2,"[10, 21, 30, 45]","[9, 13, 42]","['2020-05-26', '2020-06-10', '2020-06-23', '2020-07-15']","['2020-06-15', '2020-06-19', '2020-07-31']","[2.125, 1.0, 0.75, 0.75, 0.25, 0.0, 0.0, 0.0]","[1.8333333333333333, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]",23,24,2020/8/10,63,48,0.013556951,F
ETRN,2020/5/20,2020/7/14,"[5, 12, 21, 32, 42]",[14],"['2020-05-28', '2020-06-08', '2020-06-19', '2020-07-07', '2020-07-21']",['2020-08-03'],"[2.22, 1.0, 0.6, 0.2, 0.4, 0.2, 0.2, 0.2]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",34,33,2020/8/10,56,19,0.013561474,F
NOMD,2020/4/22,2019/9/18,"[14, 30, 34, 41, 49, 60]","[7, 14, 20, 25, 36, 53, 60, 85, 94, 99, 112, 122, 126, 144, 160, 173, 180, 186, 196, 204, 212]","['2020-05-12', '2020-06-04', '2020-06-10', '2020-06-19', '2020-07-01', '2020-07-17']","['2019-09-27', '2019-10-08', '2019-10-16', '2019-10-23', '2019-11-07', '2019-12-03', '2019-12-12', '2020-01-21', '2020-02-03', '2020-02-10', '2020-02-28', '2020-03-13', '2020-03-19', '2020-04-15', '2020-05-07', '2020-05-27', '2020-06-05', '2020-06-15', '2020-06-29', '2020-07-10', '2020-07-22']","[1.7166666666666666, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.16666666666666666]","[1.4523809523809523, 0.19047619047619047, 0.38095238095238093, 0.2857142857142857, 0.23809523809523808, 0.14285714285714285, 0.23809523809523808, 0.0]",38,36,2020/8/10,76,225,0.013584142,F
CADE,2019/10/22,2020/5/14,"[12, 24, 28, 32, 49, 60, 72, 77, 82, 108, 118, 130, 137, 150, 157, 168, 174, 184, 193]","[21, 30, 39, 45]","['2019-11-07', '2019-11-25', '2019-12-02', '2019-12-06', '2020-01-02', '2020-01-17', '2020-02-05', '2020-02-12', '2020-02-20', '2020-03-27', '2020-04-13', '2020-04-29', '2020-05-08', '2020-05-28', '2020-06-08', '2020-06-23', '2020-07-01', '2020-07-16', '2020-07-29']","['2020-06-15', '2020-06-26', '2020-07-10', '2020-07-20']","[1.473684210526316, 0.21052631578947367, 0.42105263157894735, 0.15789473684210525, 0.21052631578947367, 0.2631578947368421, 0.3157894736842105, 0.0]","[2.25, 1.0, 1.0, 0.5, 0.25, 0.0, 0.0, 0.0]",35,35,2020/8/10,201,60,0.013606473,F
CIG-C,2020/6/11,2020/7/14,"[7, 15, 28]",[14],"['2020-06-22', '2020-07-02', '2020-07-22']",['2020-08-03'],"[2.1666666666666665, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",31,37,2020/8/10,41,19,0.013615456,F
GPMT,2020/7/1,2020/5/29,"[9, 15, 21]","[9, 19, 28, 35, 40, 45]","['2020-07-15', '2020-07-23', '2020-07-31']","['2020-06-11', '2020-06-25', '2020-07-09', '2020-07-20', '2020-07-27', '2020-08-03']","[2.3, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.6666666666666667, 1.0, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0]",37,41,2020/8/10,27,50,0.0136761,F
MOV,2020/5/12,2020/6/26,"[19, 24, 29, 35, 44, 48]","[8, 24]","['2020-06-09', '2020-06-16', '2020-06-23', '2020-07-01', '2020-07-15', '2020-07-21']","['2020-07-09', '2020-07-31']","[1.45, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.6, 1.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0]",38,34,2020/8/10,62,30,0.013689589,F
SM,2020/4/13,2020/7/10,"[14, 30, 39, 45, 56, 69]",[15],"['2020-05-01', '2020-05-26', '2020-06-08', '2020-06-16', '2020-07-01', '2020-07-21']",['2020-07-31'],"[1.883333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",34,35,2020/8/10,83,21,0.013710748,F
VST,2020/6/8,2020/7/27,"[6, 21, 28, 41]",[7],"['2020-06-16', '2020-07-08', '2020-07-17', '2020-08-05']",['2020-08-05'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",39,34,2020/8/10,44,10,0.013747876,F
EBF,2019/11/15,2020/6/19,"[8, 14, 27, 35, 41, 56, 68, 92, 99, 112, 132, 139, 150, 156, 165, 170, 175]","[5, 13, 21]","['2019-11-27', '2019-12-06', '2019-12-26', '2020-01-08', '2020-01-16', '2020-02-07', '2020-02-26', '2020-03-31', '2020-04-09', '2020-04-29', '2020-05-28', '2020-06-08', '2020-06-23', '2020-07-01', '2020-07-15', '2020-07-22', '2020-07-29']","['2020-06-26', '2020-07-09', '2020-07-21']","[1.411764705882353, 0.11764705882352941, 0.35294117647058826, 0.29411764705882354, 0.29411764705882354, 0.17647058823529413, 0.11764705882352941, 0.0]","[1.8333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666]",37,40,2020/8/10,183,35,0.01374951,F
TGNA,2020/6/16,2020/7/27,"[5, 11, 24, 35]",[7],"['2020-06-23', '2020-07-01', '2020-07-21', '2020-08-05']",['2020-08-05'],"[1.8, 1.0, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",45,39,2020/8/10,38,10,0.013763809,F
GTES,2020/7/1,2020/7/10,[15],[15],['2020-07-23'],['2020-07-31'],"[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",39,35,2020/8/10,27,21,0.013763918,F
MNRL,2020/6/16,2020/6/26,"[5, 12, 20, 24]","[9, 14, 24]","['2020-06-23', '2020-07-02', '2020-07-15', '2020-07-21']","['2020-07-10', '2020-07-17', '2020-07-31']","[1.8499999999999999, 1.0, 0.5, 0.5, 0.0, 0.25, 0.5, 0.25]","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",35,34,2020/8/10,38,30,0.013785049,F
DMYT,2020/5/13,2020/6/8,"[21, 51]",[5],"['2020-06-12', '2020-07-27']",['2020-06-15'],"[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",3,2,2020/8/10,61,44,0.013796354,F
UBA,2020/6/23,2020/7/14,"[5, 15, 25]","[9, 14]","['2020-06-30', '2020-07-15', '2020-07-29']","['2020-07-27', '2020-08-03']","[1.4666666666666666, 1.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.3333333333333333]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",38,38,2020/8/10,33,19,0.013806737,F
NTP,2020/4/14,2020/5/21,"[10, 35, 72, 78]","[16, 24, 42, 48]","['2020-04-28', '2020-06-03', '2020-07-27', '2020-08-04']","['2020-06-15', '2020-06-25', '2020-07-22', '2020-07-30']","[1.925, 0.75, 0.5, 0.5, 0.25, 0.25, 0.25, 0.0]","[2.3249999999999997, 1.0, 0.75, 0.0, 0.25, 0.75, 0.5, 0.0]",28,38,2020/8/10,82,55,0.013812637,F
FLY,2020/5/27,2020/7/10,"[7, 14, 25, 36, 44]",[15],"['2020-06-05', '2020-06-16', '2020-07-01', '2020-07-17', '2020-07-29']",['2020-07-31'],"[1.54, 0.8, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",38,39,2020/8/10,52,21,0.013827772,F
COG,2019/8/9,2019/10/10,"[14, 25, 40, 46, 54, 69, 84, 95, 100, 106, 110, 123, 132, 145, 150, 175, 182, 189, 194, 201, 209, 228, 241]","[7, 37, 45, 57, 62, 73, 77, 83, 96, 105, 112, 120, 134, 140, 153, 160, 179, 190, 195, 199, 203]","['2019-08-29', '2019-09-16', '2019-10-07', '2019-10-15', '2019-10-25', '2019-11-15', '2019-12-09', '2019-12-24', '2020-01-02', '2020-01-10', '2020-01-16', '2020-02-05', '2020-02-19', '2020-03-09', '2020-03-16', '2020-04-21', '2020-04-30', '2020-05-11', '2020-05-18', '2020-05-28', '2020-06-09', '2020-07-07', '2020-07-24']","['2019-10-21', '2019-12-03', '2019-12-13', '2020-01-02', '2020-01-09', '2020-01-27', '2020-01-31', '2020-02-10', '2020-02-28', '2020-03-12', '2020-03-23', '2020-04-02', '2020-04-23', '2020-05-01', '2020-05-20', '2020-06-01', '2020-06-26', '2020-07-14', '2020-07-21', '2020-07-27', '2020-07-31']","[1.3260869565217388, 0.17391304347826086, 0.391304347826087, 0.34782608695652173, 0.21739130434782608, 0.043478260869565216, 0.13043478260869565, 0.0]","[1.3857142857142857, 0.14285714285714285, 0.3333333333333333, 0.3333333333333333, 0.2857142857142857, 0.19047619047619047, 0.09523809523809523, 0.0]",38,38,2020/8/10,252,209,0.013836129,F
LITB,2020/7/17,2019/7/26,[7],"[8, 14, 24, 36, 63, 72, 83, 87, 105, 112, 119, 124, 129, 149, 157, 165, 171, 175, 180, 203, 213, 221, 231]",['2020-07-28'],"['2019-08-07', '2019-08-15', '2019-08-29', '2019-09-17', '2019-10-24', '2019-11-06', '2019-11-21', '2019-11-27', '2019-12-24', '2020-01-06', '2020-01-15', '2020-01-23', '2020-01-30', '2020-02-28', '2020-03-11', '2020-03-23', '2020-03-31', '2020-04-06', '2020-04-14', '2020-05-15', '2020-06-01', '2020-06-11', '2020-06-25']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7043478260869565, 0.17391304347826086, 0.5217391304347826, 0.17391304347826086, 0.34782608695652173, 0.17391304347826086, 0.17391304347826086, 0.0]",30,34,2020/8/10,16,262,0.013837157,F
GMRE,2020/7/1,2020/5/29,[21],"[9, 20, 28, 40, 45]",['2020-07-31'],"['2020-06-11', '2020-06-26', '2020-07-09', '2020-07-27', '2020-08-03']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.56, 1.0, 0.4, 0.6, 0.2, 0.2, 0.0, 0.0]",39,37,2020/8/10,27,50,0.013840028,F
SQNS,2020/7/28,2020/6/18,[5],"[7, 16, 21, 29]",['2020-08-04'],"['2020-06-29', '2020-07-13', '2020-07-20', '2020-07-30']","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.575, 1.0, 0.25, 0.0, 0.5, 0.25, 0.0, 0.0]",37,32,2020/8/10,9,36,0.013850109,F
GOL,2020/6/16,2020/7/24,"[5, 20, 24]",[7],"['2020-06-23', '2020-07-15', '2020-07-21']",['2020-08-04'],"[1.6666666666666667, 1.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",35,34,2020/8/10,38,11,0.013851705,F
MPW,2020/4/9,2020/4/21,"[14, 21, 27, 32, 40, 46, 58, 77]","[9, 17, 27, 36, 45, 56]","['2020-04-30', '2020-05-11', '2020-05-19', '2020-05-27', '2020-06-08', '2020-06-16', '2020-07-02', '2020-07-30']","['2020-05-04', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-24', '2020-07-10']","[1.4124999999999999, 1.0, 0.25, 0.125, 0.375, 0.25, 0.0, 0.0]","[1.6333333333333333, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]",42,36,2020/8/10,84,77,0.013861483,F
CBD,2020/6/23,2020/5/7,"[7, 20, 24]","[6, 24, 35, 46]","['2020-07-02', '2020-07-22', '2020-07-28']","['2020-05-15', '2020-06-11', '2020-06-26', '2020-07-14']","[1.9333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.8, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25, 0.0]",37,33,2020/8/10,33,65,0.013873136,F
RZB,2020/2/10,2020/2/28,"[33, 48, 56, 84, 101, 121]","[13, 25, 45, 53, 60, 72, 91]","['2020-03-27', '2020-04-20', '2020-04-30', '2020-06-10', '2020-07-06', '2020-08-03']","['2020-03-18', '2020-04-03', '2020-05-04', '2020-05-14', '2020-05-26', '2020-06-11', '2020-07-09']","[1.8333333333333333, 0.6666666666666666, 0.5, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.7, 1.0, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285]",27,29,2020/8/10,126,113,0.013883958,F
GEL,2020/7/1,2020/7/9,"[15, 21]","[7, 12]","['2020-07-23', '2020-07-31']","['2020-07-20', '2020-07-27']","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",40,40,2020/8/10,27,22,0.013892261,F
CLDR,2020/6/9,2019/4/4,"[7, 13, 21, 29, 40]","[12, 27, 46, 65, 91, 115, 126, 131, 137, 146, 156, 168, 175, 190, 196, 208, 227, 233, 240, 252, 260, 268, 272, 280, 297, 308, 315, 321, 334]","['2020-06-18', '2020-06-26', '2020-07-09', '2020-07-21', '2020-08-05']","['2019-04-23', '2019-05-14', '2019-06-11', '2019-07-09', '2019-08-14', '2019-09-18', '2019-10-03', '2019-10-10', '2019-10-18', '2019-10-31', '2019-11-14', '2019-12-03', '2019-12-12', '2020-01-06', '2020-01-14', '2020-01-31', '2020-02-28', '2020-03-09', '2020-03-18', '2020-04-03', '2020-04-16', '2020-04-28', '2020-05-04', '2020-05-14', '2020-06-09', '2020-06-24', '2020-07-06', '2020-07-14', '2020-07-31']","[1.54, 1.0, 0.2, 0.2, 0.4, 0.2, 0.0, 0.2]","[1.4827586206896548, 0.06896551724137931, 0.3448275862068966, 0.27586206896551724, 0.3103448275862069, 0.1724137931034483, 0.1724137931034483, 0.034482758620689655]",37,36,2020/8/10,43,340,0.013905917,F
CAG,2020/5/15,2020/6/26,"[10, 24, 42, 51, 55]",[15],"['2020-06-01', '2020-06-19', '2020-07-16', '2020-07-29', '2020-08-04']",['2020-07-20'],"[1.9200000000000002, 0.8, 0.6, 0.4, 0.2, 0.2, 0.2, 0.2]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",36,36,2020/8/10,59,30,0.013928716,F
PSF,2020/6/3,2020/3/19,"[10, 14, 24, 29, 42]","[9, 18, 39, 60, 69, 80, 84]","['2020-06-17', '2020-06-23', '2020-07-08', '2020-07-15', '2020-08-03']","['2020-04-01', '2020-04-15', '2020-05-14', '2020-06-15', '2020-06-26', '2020-07-14', '2020-07-20']","[1.8800000000000001, 1.0, 0.4, 0.2, 0.4, 0.2, 0.2, 0.0]","[1.9857142857142858, 0.7142857142857143, 0.8571428571428571, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.0]",34,31,2020/8/10,47,99,0.013948898,F
BSTZ,2020/6/3,2020/4/2,"[5, 14, 27, 33, 42]","[12, 21, 29, 50, 60, 70, 78]","['2020-06-10', '2020-06-23', '2020-07-13', '2020-07-21', '2020-08-03']","['2020-04-21', '2020-05-04', '2020-05-14', '2020-06-15', '2020-06-29', '2020-07-14', '2020-07-24']","[1.96, 1.0, 0.6, 0.2, 0.4, 0.0, 0.0, 0.2]","[1.9857142857142858, 0.7142857142857143, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.0, 0.2857142857142857, 0.0]",26,28,2020/8/10,47,89,0.013957657,F
UTI,2020/4/14,2020/7/10,"[11, 18, 35, 40, 51, 57, 64, 70]",[14],"['2020-04-29', '2020-05-08', '2020-06-03', '2020-06-10', '2020-06-25', '2020-07-06', '2020-07-15', '2020-07-23']",['2020-07-30'],"[1.4625, 0.875, 0.375, 0.375, 0.25, 0.25, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",40,37,2020/8/10,82,21,0.013976017,F
ASPN,2020/5/27,2020/7/9,"[8, 14, 21, 36, 40, 45]","[14, 18]","['2020-06-08', '2020-06-16', '2020-06-25', '2020-07-17', '2020-07-23', '2020-07-30']","['2020-07-29', '2020-08-04']","[1.966666666666667, 1.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",39,38,2020/8/10,52,22,0.013988849,F
RCP,2020/6/24,2020/7/15,"[10, 21]",[12],"['2020-07-09', '2020-07-24']",['2020-07-31'],"[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",39,37,2020/8/10,32,18,0.014020652,F
BMEZ,2020/6/5,2020/7/22,"[12, 30]",[7],"['2020-06-23', '2020-07-20']",['2020-07-31'],"[2.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",9,11,2020/8/10,45,13,0.014073785,F
HRL,2020/6/1,2020/5/5,"[7, 14, 19, 24]","[7, 15, 28, 35, 40, 46, 54, 60]","['2020-06-10', '2020-06-19', '2020-06-26', '2020-07-06']","['2020-05-14', '2020-05-27', '2020-06-15', '2020-06-24', '2020-07-01', '2020-07-10', '2020-07-22', '2020-07-30']","[1.825, 1.0, 0.25, 0.0, 0.5, 0.25, 0.25, 0.0]","[1.9125, 1.0, 0.375, 0.5, 0.375, 0.125, 0.125, 0.0]",35,39,2020/8/10,49,67,0.014089903,F
AMOV,2020/1/29,2020/7/14,"[6, 24, 40, 49, 54, 72, 91, 96, 100, 109, 116, 122, 126]",[14],"['2020-02-06', '2020-03-04', '2020-03-26', '2020-04-08', '2020-04-16', '2020-05-12', '2020-06-09', '2020-06-16', '2020-06-22', '2020-07-06', '2020-07-15', '2020-07-23', '2020-07-29']",['2020-08-03'],"[1.4615384615384617, 0.07692307692307693, 0.46153846153846156, 0.15384615384615385, 0.23076923076923078, 0.3076923076923077, 0.23076923076923078, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",37,37,2020/8/10,134,19,0.014107934,F
AMC,2020/6/19,2020/7/14,"[9, 15, 28]","[9, 14]","['2020-07-02', '2020-07-13', '2020-07-30']","['2020-07-27', '2020-08-03']","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",44,39,2020/8/10,35,19,0.014129921,F
KN,2020/7/21,2020/6/26,[7],"[11, 21]",['2020-07-30'],"['2020-07-14', '2020-07-28']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",38,36,2020/8/10,14,30,0.014163068,F
ATI,2020/3/27,2020/2/4,"[7, 22, 26, 48, 56, 67, 75]","[9, 33, 40, 56, 62, 70, 91, 99, 108, 126]","['2020-04-07', '2020-04-29', '2020-05-05', '2020-06-05', '2020-06-17', '2020-07-02', '2020-07-15']","['2020-02-18', '2020-03-23', '2020-04-01', '2020-04-24', '2020-05-04', '2020-05-14', '2020-06-15', '2020-06-25', '2020-07-09', '2020-08-04']","[1.3857142857142855, 0.7142857142857143, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0]","[1.7000000000000002, 0.0, 0.5, 0.2, 0.4, 0.2, 0.1, 0.0]",32,36,2020/8/10,93,130,0.014183655,F
MOD,2020/6/23,2020/7/21,"[8, 15, 21, 30]",[5],"['2020-07-06', '2020-07-15', '2020-07-23', '2020-08-05']",['2020-07-28'],"[2.025, 1.0, 0.75, 0.5, 0.25, 0.25, 0.0, 0.0]","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",33,37,2020/8/10,33,14,0.014207336,F
LFC,2020/6/9,2020/6/29,"[8, 21, 28, 35, 39]",[12],"['2020-06-19', '2020-07-09', '2020-07-20', '2020-07-29', '2020-08-04']",['2020-07-16'],"[2.08, 1.0, 0.4, 0.2, 0.6, 0.2, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",41,37,2020/8/10,43,29,0.014225442,F
KREF,2019/11/15,2020/7/9,"[15, 28, 48, 55, 65, 72, 85, 92, 99, 112, 118, 132, 138, 147, 170]","[12, 16]","['2019-12-09', '2019-12-27', '2020-01-28', '2020-02-06', '2020-02-21', '2020-03-03', '2020-03-20', '2020-03-31', '2020-04-09', '2020-04-29', '2020-05-07', '2020-05-28', '2020-06-05', '2020-06-18', '2020-07-22']","['2020-07-27', '2020-07-31']","[1.5266666666666668, 0.2, 0.4666666666666667, 0.3333333333333333, 0.2, 0.2, 0.2, 0.06666666666666667]","[1.4500000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]",38,34,2020/8/10,183,22,0.014225474,F
GPRK,2020/7/6,2020/6/30,[21],"[13, 21]",['2020-08-04'],"['2020-07-20', '2020-07-30']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]",41,40,2020/8/10,25,28,0.014256765,F
ELY,2020/4/9,2020/4/23,"[5, 14, 32, 39, 51, 57, 70, 75]","[7, 15, 25, 36, 45, 56, 64]","['2020-04-17', '2020-04-30', '2020-05-27', '2020-06-05', '2020-06-23', '2020-07-01', '2020-07-21', '2020-07-28']","['2020-05-04', '2020-05-14', '2020-05-29', '2020-06-15', '2020-06-26', '2020-07-14', '2020-07-24']","[1.6125, 0.75, 0.5, 0.375, 0.25, 0.125, 0.0, 0.125]","[1.7857142857142856, 0.8571428571428571, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0]",38,38,2020/8/10,84,75,0.0144098,F
KTH,2020/7/14,2020/5/29,[7],"[15, 24]",['2020-07-23'],"['2020-06-19', '2020-07-02']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0]",35,41,2020/8/10,19,50,0.014445231,F
BSA,2020/4/29,2020/5/14,"[7, 14, 35, 45, 68]","[21, 28, 37, 45, 49]","['2020-05-08', '2020-05-19', '2020-06-18', '2020-07-02', '2020-08-05']","['2020-06-15', '2020-06-24', '2020-07-08', '2020-07-20', '2020-07-24']","[1.92, 1.0, 0.2, 0.4, 0.6, 0.0, 0.0, 0.0]","[1.94, 0.6, 0.4, 0.2, 0.6, 0.0, 0.0, 0.0]",31,29,2020/8/10,71,60,0.014462096,F
UAA,2020/5/28,2020/4/15,"[7, 13, 27, 45]","[21, 26, 42, 51, 60, 77]","['2020-06-08', '2020-06-16', '2020-07-07', '2020-07-31']","['2020-05-14', '2020-05-21', '2020-06-15', '2020-06-26', '2020-07-10', '2020-08-04']","[1.6, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.25]","[2.283333333333333, 1.0, 0.6666666666666666, 0.16666666666666666, 0.5, 0.0, 0.16666666666666666, 0.0]",34,33,2020/8/10,51,81,0.01447887,F
AMH,2020/6/23,2020/7/14,"[7, 21]",[9],"['2020-07-02', '2020-07-23']",['2020-07-27'],"[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",34,28,2020/8/10,33,19,0.014525699,F
LEVI,2020/3/26,2020/5/14,"[12, 23, 30, 36, 42, 49, 56, 69, 86]","[5, 10, 21, 30, 41, 45, 55]","['2020-04-14', '2020-04-29', '2020-05-08', '2020-05-18', '2020-05-27', '2020-06-05', '2020-06-16', '2020-07-06', '2020-07-29']","['2020-05-21', '2020-05-29', '2020-06-15', '2020-06-26', '2020-07-14', '2020-07-20', '2020-08-03']","[1.6666666666666665, 0.0, 0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111, 0.2222222222222222, 0.0]","[1.6142857142857143, 0.8571428571428571, 0.42857142857142855, 0.7142857142857143, 0.14285714285714285, 0.0, 0.0, 0.2857142857142857]",32,34,2020/8/10,94,60,0.014530578,F
MYE,2020/3/27,2020/7/9,"[9, 14, 22, 30, 42, 49, 55, 60, 68, 81, 86]",[12],"['2020-04-09', '2020-04-17', '2020-04-29', '2020-05-11', '2020-05-28', '2020-06-08', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-23', '2020-07-30']",['2020-07-27'],"[1.4545454545454544, 0.18181818181818182, 0.45454545454545453, 0.2727272727272727, 0.2727272727272727, 0.0, 0.09090909090909091, 0.09090909090909091]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",39,34,2020/8/10,93,22,0.014557228,F
TX,2020/7/6,2020/7/22,[7],[7],['2020-07-15'],['2020-07-31'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",43,37,2020/8/10,25,13,0.014572418,F
KEY,2020/6/16,2020/7/10,"[13, 21, 27]","[6, 14]","['2020-07-06', '2020-07-16', '2020-07-24']","['2020-07-20', '2020-07-30']","[1.8333333333333333, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",40,35,2020/8/10,38,21,0.014590578,F
HKIB,2020/4/7,2020/4/16,"[16, 33, 55, 60]","[6, 14, 24, 30, 36, 42, 46, 53, 71, 75]","['2020-04-30', '2020-05-26', '2020-06-25', '2020-07-02']","['2020-04-24', '2020-05-06', '2020-05-20', '2020-05-29', '2020-06-08', '2020-06-16', '2020-06-22', '2020-07-01', '2020-07-28', '2020-08-03']","[1.55, 0.75, 0.5, 0.5, 0.0, 0.25, 0.25, 0.25]","[1.51, 0.1, 0.6, 0.2, 0.2, 0.1, 0.2, 0.0]",22,33,2020/8/10,86,80,0.014607466,F
