ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,signal
VER,2020/5/8,2020/4/2,"[12, 20, 27, 38, 51, 56, 60]","[12, 21, 29, 39, 48, 57, 70, 79, 84]","['2020-05-27', '2020-06-08', '2020-06-17', '2020-07-02', '2020-07-22', '2020-07-29', '2020-08-04']","['2020-04-21', '2020-05-04', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-24', '2020-07-14', '2020-07-27', '2020-08-03']","[1.6714285714285713, 0.8571428571428571, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.0]","[1.911111111111111, 0.0, 0.6666666666666666, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111, 0.3333333333333333, 0.0]",32,37,2020/8/10,64,89,0.006231397,T
MXF,2020/5/26,2020/4/22,"[8, 15, 19, 28, 35, 45, 50]","[16, 26, 35, 57]","['2020-06-05', '2020-06-16', '2020-06-22', '2020-07-06', '2020-07-15', '2020-07-29', '2020-08-05']","['2020-05-14', '2020-05-29', '2020-06-11', '2020-07-14']","[1.5571428571428572, 1.0, 0.2857142857142857, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.0]","[1.25, 1.0, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0]",38,33,2020/8/10,53,76,0.006236672,T
NBB,2020/5/12,2020/6/5,"[15, 49]","[15, 21, 36]","['2020-06-03', '2020-07-22']","['2020-06-26', '2020-07-07', '2020-07-28']","[2.05, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.6333333333333333, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",30,34,2020/8/10,62,45,0.006237995,T
BCS,2020/6/16,2020/7/9,"[12, 20, 25, 35]","[6, 15]","['2020-07-02', '2020-07-15', '2020-07-22', '2020-08-05']","['2020-07-17', '2020-07-30']","[1.775, 1.0, 0.25, 0.75, 0.25, 0.0, 0.25, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",38,39,2020/8/10,38,22,0.006242798,T
ENZ,2020/6/29,2020/7/14,"[6, 15]",[14],"['2020-07-08', '2020-07-21']",['2020-08-03'],"[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",37,30,2020/8/10,29,19,0.006245093,T
RVT,2020/5/28,2020/5/14,"[7, 13, 18]","[10, 21, 54]","['2020-06-08', '2020-06-16', '2020-06-23']","['2020-05-29', '2020-06-15', '2020-07-31']","[1.4333333333333333, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",31,34,2020/8/10,51,60,0.006271735,T
AR,2019/2/20,2020/5/14,"[20, 28, 33, 54, 60, 72, 91, 98, 105, 113, 125, 140, 145, 168, 176, 180, 193, 206, 214, 218, 223, 229, 248, 252, 264, 269, 276, 288, 304, 308, 328, 333, 347, 355]","[10, 14, 21, 30, 41, 47]","['2019-03-20', '2019-04-01', '2019-04-08', '2019-05-08', '2019-05-16', '2019-06-04', '2019-07-01', '2019-07-11', '2019-07-22', '2019-08-01', '2019-08-19', '2019-09-10', '2019-09-17', '2019-10-18', '2019-10-30', '2019-11-05', '2019-11-22', '2019-12-12', '2019-12-24', '2019-12-31', '2020-01-08', '2020-01-16', '2020-02-13', '2020-02-20', '2020-03-09', '2020-03-16', '2020-03-25', '2020-04-13', '2020-05-05', '2020-05-11', '2020-06-09', '2020-06-16', '2020-07-07', '2020-07-17']","['2020-05-29', '2020-06-04', '2020-06-15', '2020-06-26', '2020-07-14', '2020-07-22']","[1.4000000000000001, 0.17647058823529413, 0.35294117647058826, 0.23529411764705882, 0.23529411764705882, 0.23529411764705882, 0.23529411764705882, 0.0]","[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",37,40,2020/8/10,371,60,0.006288143,T
UBS,2020/7/6,2020/7/9,"[6, 12]","[7, 15]","['2020-07-14', '2020-07-22']","['2020-07-20', '2020-07-30']","[1.9, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",35,39,2020/8/10,25,22,0.006327198,T
CMSC,2020/4/29,2020/6/30,"[4, 27, 35, 45, 63, 68]",[5],"['2020-05-05', '2020-06-08', '2020-06-18', '2020-07-02', '2020-07-29', '2020-08-05']",['2020-07-08'],"[1.6666666666666665, 0.8333333333333334, 0.5, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",36,34,2020/8/10,71,28,0.006333682,T
GPJA,2020/6/23,2020/5/14,"[18, 28]","[21, 32, 50]","['2020-07-20', '2020-08-03']","['2020-06-15', '2020-06-30', '2020-07-27']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.6, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",30,27,2020/8/10,33,60,0.006334202,T
SJIJ,2020/3/4,2020/6/15,"[18, 26, 40, 57, 65, 84]","[7, 12, 35]","['2020-03-30', '2020-04-09', '2020-04-30', '2020-05-26', '2020-06-05', '2020-07-02']","['2020-06-24', '2020-07-01', '2020-08-04']","[1.55, 0.8333333333333334, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]","[2.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0]",15,15,2020/8/10,110,39,0.006352476,T
JTD,2020/2/20,2020/2/28,"[25, 35, 40, 48, 75, 84, 94, 105, 111]","[14, 24, 36, 45, 53, 74, 84, 91, 103, 107]","['2020-03-26', '2020-04-09', '2020-04-17', '2020-04-29', '2020-06-08', '2020-06-19', '2020-07-06', '2020-07-21', '2020-07-29']","['2020-03-19', '2020-04-02', '2020-04-21', '2020-05-04', '2020-05-14', '2020-06-15', '2020-06-29', '2020-07-09', '2020-07-27', '2020-07-31']","[2.011111111111111, 0.0, 0.5555555555555556, 0.5555555555555556, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.0]","[1.48, 0.0, 0.4, 0.1, 0.3, 0.1, 0.3, 0.0]",32,34,2020/8/10,119,113,0.006366962,T
ETG,2020/7/6,2020/5/14,"[7, 12]","[21, 31, 38, 49, 54]","['2020-07-15', '2020-07-22']","['2020-06-15', '2020-06-29', '2020-07-09', '2020-07-24', '2020-07-31']","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]","[1.44, 0.8, 0.4, 0.0, 0.4, 0.0, 0.0, 0.0]",36,33,2020/8/10,25,60,0.006382163,T
CMO,2020/7/1,2019/4/25,"[14, 21]","[25, 31, 40, 44, 72, 91, 111, 136, 141, 168, 175, 180, 190, 213, 226, 238, 245, 258, 277, 285, 294, 305, 316]","['2020-07-22', '2020-07-31']","['2019-05-31', '2019-06-10', '2019-06-21', '2019-06-27', '2019-08-07', '2019-09-04', '2019-10-02', '2019-11-06', '2019-11-13', '2019-12-23', '2020-01-03', '2020-01-10', '2020-01-27', '2020-02-28', '2020-03-18', '2020-04-03', '2020-04-15', '2020-05-04', '2020-06-01', '2020-06-11', '2020-06-24', '2020-07-10', '2020-07-27']","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.4434782608695649, 0.13043478260869565, 0.391304347826087, 0.34782608695652173, 0.2608695652173913, 0.17391304347826086, 0.13043478260869565, 0.0]",37,28,2020/8/10,27,326,0.00638805,T
RMM,2019/10/18,2020/4/2,"[9, 21, 25, 67, 77, 84, 111, 119, 160, 185, 193]","[16, 21, 31, 48, 60, 65, 73, 78, 84]","['2019-10-31', '2019-11-18', '2019-11-22', '2020-01-27', '2020-02-10', '2020-02-20', '2020-03-30', '2020-04-09', '2020-06-09', '2020-07-15', '2020-07-27']","['2020-04-27', '2020-05-04', '2020-05-18', '2020-06-11', '2020-06-29', '2020-07-07', '2020-07-17', '2020-07-24', '2020-08-03']","[1.4727272727272727, 0.0, 0.36363636363636365, 0.2727272727272727, 0.36363636363636365, 0.09090909090909091, 0.09090909090909091, 0.0]","[1.6666666666666665, 0.0, 0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.0]",15,25,2020/8/10,203,89,0.006391074,T
SFL,2020/6/16,2020/5/6,"[12, 20]","[6, 12, 25, 36, 45, 56, 61]","['2020-07-02', '2020-07-15']","['2020-05-14', '2020-05-22', '2020-06-11', '2020-06-26', '2020-07-10', '2020-07-27', '2020-08-03']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[1.6714285714285713, 0.8571428571428571, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.0]",36,38,2020/8/10,38,66,0.006396972,T
AFI,2020/6/29,2020/6/12,"[11, 21]","[9, 21, 31]","['2020-07-15', '2020-07-29']","['2020-06-25', '2020-07-14', '2020-07-28']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",38,37,2020/8/10,29,40,0.006406948,T
TDJ,2020/5/12,2020/6/22,"[24, 46]","[6, 15]","['2020-06-16', '2020-07-17']","['2020-06-30', '2020-07-14']","[1.4500000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",22,30,2020/8/10,62,34,0.006418423,T
TDE,2020/5/12,2020/4/2,"[17, 48]","[12, 29, 50, 60, 70]","['2020-06-05', '2020-07-21']","['2020-04-21', '2020-05-14', '2020-06-15', '2020-06-29', '2020-07-14']","[1.4500000000000002, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]","[1.8599999999999999, 0.8, 0.4, 0.6, 0.2, 0.0, 0.4, 0.0]",29,33,2020/8/10,62,89,0.006428007,T
JP,2019/10/23,2020/7/14,"[12, 19, 25, 45, 56, 63, 85, 89, 102, 121, 144, 159, 168, 178, 182]",[12],"['2019-11-08', '2019-11-19', '2019-11-27', '2019-12-27', '2020-01-14', '2020-01-24', '2020-02-26', '2020-03-03', '2020-03-20', '2020-04-17', '2020-05-20', '2020-06-11', '2020-06-24', '2020-07-09', '2020-07-15']",['2020-07-30'],"[1.5666666666666669, 0.2, 0.4666666666666667, 0.2, 0.26666666666666666, 0.2, 0.2, 0.06666666666666667]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",30,28,2020/8/10,200,19,0.006471914,T
KYN,2020/6/16,2020/5/22,"[20, 24]","[4, 15, 25, 35, 48]","['2020-07-15', '2020-07-21']","['2020-05-29', '2020-06-15', '2020-06-29', '2020-07-14', '2020-07-31']","[1.7999999999999998, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0]","[1.76, 1.0, 0.4, 0.6, 0.2, 0.2, 0.2, 0.0]",37,37,2020/8/10,38,54,0.006473487,T
EOT,2020/7/13,2020/6/3,[7],"[6, 10, 35]",['2020-07-22'],"['2020-06-11', '2020-06-17', '2020-07-23']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]",38,33,2020/8/10,20,47,0.00648599,T
SGU,2020/6/30,2019/10/21,[14],"[6, 14, 26, 39, 49, 55, 69, 81, 89, 100, 105, 125, 142, 152, 161, 168, 174, 199]",['2020-07-21'],"['2019-10-29', '2019-11-08', '2019-11-26', '2019-12-16', '2019-12-31', '2020-01-09', '2020-01-30', '2020-02-18', '2020-02-28', '2020-03-16', '2020-03-23', '2020-04-21', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-22', '2020-06-30', '2020-08-05']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.388888888888889, 0.3333333333333333, 0.3888888888888889, 0.2222222222222222, 0.2777777777777778, 0.1111111111111111, 0.05555555555555555, 0.1111111111111111]",37,36,2020/8/10,28,202,0.006491751,T
SRT,2020/5/26,2020/4/16,"[20, 27, 35, 45, 49]","[14, 20, 30, 39, 48, 61, 70, 74]","['2020-06-23', '2020-07-02', '2020-07-15', '2020-07-29', '2020-08-04']","['2020-05-06', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-24', '2020-07-14', '2020-07-27', '2020-07-31']","[1.86, 0.8, 0.4, 0.6, 0.4, 0.0, 0.0, 0.0]","[1.525, 0.75, 0.375, 0.375, 0.25, 0.125, 0.125, 0.0]",36,38,2020/8/10,53,80,0.006498659,T
CS,2019/6/11,2020/7/9,"[7, 17, 24, 29, 35, 42, 51, 66, 105, 117, 133, 146, 150, 175, 200, 210, 216, 223, 230, 250, 256, 261, 269, 276, 280]",[15],"['2019-06-20', '2019-07-05', '2019-07-16', '2019-07-23', '2019-07-31', '2019-08-09', '2019-08-22', '2019-09-13', '2019-11-07', '2019-11-25', '2019-12-18', '2020-01-08', '2020-01-14', '2020-02-20', '2020-03-26', '2020-04-09', '2020-04-20', '2020-04-29', '2020-05-08', '2020-06-08', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-15', '2020-07-21']",['2020-07-30'],"[1.6480000000000001, 0.24, 0.44, 0.36, 0.32, 0.2, 0.12, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",36,35,2020/8/10,294,22,0.006507075,T
OPP,2020/3/31,2020/2/11,"[9, 13, 21, 30, 48, 73]","[12, 25, 35, 42, 53, 59, 66, 84, 91, 96, 111, 115]","['2020-04-14', '2020-04-20', '2020-04-30', '2020-05-13', '2020-06-09', '2020-07-15']","['2020-02-28', '2020-03-18', '2020-04-01', '2020-04-13', '2020-04-28', '2020-05-06', '2020-05-15', '2020-06-11', '2020-06-22', '2020-06-29', '2020-07-21', '2020-07-27']","[1.7166666666666666, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[1.75, 0.16666666666666666, 0.5, 0.25, 0.3333333333333333, 0.08333333333333333, 0.25, 0.0]",42,40,2020/8/10,91,125,0.006511446,T
DUKB,2020/6/4,2020/4/15,[33],"[13, 21, 42, 47, 53]",['2020-07-22'],"['2020-05-04', '2020-05-14', '2020-06-15', '2020-06-22', '2020-06-30']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.58, 1.0, 0.4, 0.0, 0.4, 0.0, 0.0, 0.2]",30,33,2020/8/10,46,81,0.006541536,T
BSL,2020/7/22,2020/4/15,[7],"[4, 12, 21, 40, 49, 60]",['2020-07-31'],"['2020-04-21', '2020-05-01', '2020-05-14', '2020-06-11', '2020-06-24', '2020-07-10']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.05, 0.8333333333333334, 0.5, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.0]",42,36,2020/8/10,13,81,0.006545231,T
INFY,2020/7/21,2020/6/24,[7],[21],['2020-07-30'],['2020-07-24'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",36,38,2020/8/10,14,32,0.006560851,T
VBF,2020/5/12,2020/6/29,"[14, 20, 25, 42]",[7],"['2020-06-02', '2020-06-10', '2020-06-17', '2020-07-13']",['2020-07-09'],"[1.85, 1.0, 0.25, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",30,34,2020/8/10,62,29,0.006607522,T
NIM,2020/7/13,2020/5/5,[12],"[6, 27, 31, 47, 56, 60]",['2020-07-29'],"['2020-05-13', '2020-06-12', '2020-06-18', '2020-07-13', '2020-07-24', '2020-07-30']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.4333333333333333, 0.8333333333333334, 0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]",36,29,2020/8/10,20,67,0.006626987,T
EMF,2020/7/13,2020/4/2,[12],"[8, 12, 21, 29, 50, 60, 70, 78, 84]",['2020-07-29'],"['2020-04-15', '2020-04-21', '2020-05-04', '2020-05-14', '2020-06-15', '2020-06-29', '2020-07-14', '2020-07-24', '2020-08-03']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.9333333333333331, 0.0, 0.5555555555555556, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.3333333333333333, 0.0]",30,33,2020/8/10,20,89,0.006628288,T
MRO,2020/6/16,2020/7/14,"[12, 24, 35]",[14],"['2020-07-02', '2020-07-21', '2020-08-05']",['2020-08-03'],"[2.6666666666666665, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",38,37,2020/8/10,38,19,0.006629409,T
BKN,2020/4/9,2020/4/3,"[5, 21, 42, 47, 53, 64]","[15, 28, 37, 49, 60, 69]","['2020-04-17', '2020-05-11', '2020-06-10', '2020-06-17', '2020-06-25', '2020-07-13']","['2020-04-27', '2020-05-14', '2020-05-28', '2020-06-15', '2020-06-30', '2020-07-14']","[1.5166666666666666, 1.0, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666]","[1.7666666666666666, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]",31,32,2020/8/10,84,88,0.006639151,T
GER,2020/6/16,2020/7/14,[24],[14],['2020-07-21'],['2020-08-03'],"[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",33,31,2020/8/10,38,19,0.006639826,T
CNHI,2020/7/6,2020/7/22,"[7, 14]",[7],"['2020-07-15', '2020-07-24']",['2020-07-31'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",38,37,2020/8/10,25,13,0.006643598,T
PHX,2020/3/19,2019/11/12,"[4, 15, 24, 28, 42, 48, 55, 70, 79, 87, 96]","[12, 21, 28, 51, 72, 89, 98, 120, 127, 133, 139, 156, 164, 180]","['2020-03-25', '2020-04-09', '2020-04-23', '2020-04-29', '2020-05-19', '2020-05-28', '2020-06-08', '2020-06-29', '2020-07-13', '2020-07-23', '2020-08-05']","['2019-11-29', '2019-12-12', '2019-12-23', '2020-01-28', '2020-02-27', '2020-03-23', '2020-04-03', '2020-05-06', '2020-05-15', '2020-05-26', '2020-06-03', '2020-06-26', '2020-07-09', '2020-07-31']","[1.7909090909090906, 0.0, 0.5454545454545454, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.09090909090909091]","[1.7214285714285715, 0.07142857142857142, 0.5, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.35714285714285715, 0.07142857142857142]",40,30,2020/8/10,99,186,0.006646727,T
GE,2020/7/6,2020/5/6,[7],"[16, 25, 35, 45, 51, 60]",['2020-07-15'],"['2020-05-29', '2020-06-11', '2020-06-25', '2020-07-10', '2020-07-20', '2020-07-31']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.8166666666666667, 1.0, 0.5, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]",34,33,2020/8/10,25,66,0.00664823,T
AFC,2020/6/5,2020/4/13,"[7, 24, 29, 40]","[6, 15, 23, 42, 55, 64]","['2020-06-16', '2020-07-10', '2020-07-17', '2020-08-03']","['2020-04-21', '2020-05-04', '2020-05-14', '2020-06-11', '2020-06-30', '2020-07-14']","[1.575, 1.0, 0.25, 0.25, 0.25, 0.5, 0.25, 0.0]","[1.4666666666666666, 0.8333333333333334, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",29,35,2020/8/10,45,83,0.006659985,T
RNGR,2020/4/7,2020/7/13,"[17, 21, 30, 42, 74]",[14],"['2020-05-01', '2020-05-07', '2020-05-20', '2020-06-08', '2020-07-23']",['2020-07-31'],"[1.82, 0.8, 0.6, 0.2, 0.4, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",35,39,2020/8/10,86,20,0.006667845,T
ARC,2020/6/1,2019/12/13,"[32, 42]","[37, 48, 64, 84, 105, 117, 125, 134, 145]","['2020-07-16', '2020-07-30']","['2020-02-07', '2020-02-25', '2020-03-18', '2020-04-16', '2020-05-15', '2020-06-03', '2020-06-15', '2020-06-26', '2020-07-14']","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]","[1.5, 0.0, 0.4444444444444444, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.0]",26,29,2020/8/10,49,164,0.006676291,T
DTJ,2020/1/22,2020/6/26,"[13, 28, 45, 55, 60, 68, 77, 95, 118, 126, 132]",[24],"['2020-02-10', '2020-03-03', '2020-03-26', '2020-04-09', '2020-04-17', '2020-04-29', '2020-05-12', '2020-06-08', '2020-07-10', '2020-07-22', '2020-07-30']",['2020-07-31'],"[1.5454545454545454, 0.18181818181818182, 0.36363636363636365, 0.36363636363636365, 0.2727272727272727, 0.0, 0.18181818181818182, 0.18181818181818182]","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",34,30,2020/8/10,139,30,0.0066904,T
CTBB,2020/6/10,2020/5/14,[7],"[9, 21, 32]",['2020-06-19'],"['2020-05-28', '2020-06-15', '2020-06-30']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7666666666666666, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",30,32,2020/8/10,42,60,0.006705342,T
BSM,2020/6/5,2020/4/20,"[7, 18, 27, 36]","[10, 18, 39, 48, 56, 63, 68, 72]","['2020-06-16', '2020-07-01', '2020-07-15', '2020-07-28']","['2020-05-04', '2020-05-14', '2020-06-15', '2020-06-26', '2020-07-09', '2020-07-20', '2020-07-27', '2020-07-31']","[1.8499999999999999, 1.0, 0.75, 0.0, 0.25, 0.0, 0.25, 0.0]","[1.85, 0.75, 0.625, 0.125, 0.25, 0.375, 0.25, 0.0]",38,38,2020/8/10,45,78,0.006707796,T
PGP,2020/5/18,2020/7/14,"[9, 14, 21, 35, 48]",[15],"['2020-06-01', '2020-06-08', '2020-06-17', '2020-07-08', '2020-07-27']",['2020-08-04'],"[2.52, 1.0, 0.6, 0.2, 0.6, 0.2, 0.2, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",39,31,2020/8/10,58,19,0.006723218,T
ELVT,2020/5/5,2020/7/9,"[23, 42, 50]",[7],"['2020-06-08', '2020-07-06', '2020-07-16']",['2020-07-20'],"[1.5, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",30,39,2020/8/10,67,22,0.00672781,T
AQN,2020/7/17,2020/6/29,[12],[7],['2020-08-04'],['2020-07-09'],"[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",35,33,2020/8/10,16,29,0.006763974,T
NOM,2020/1/24,2020/4/13,"[34, 42, 53, 61, 80, 84, 107, 120]","[10, 20, 25, 50, 54, 60, 70]","['2020-03-13', '2020-03-25', '2020-04-09', '2020-04-22', '2020-05-19', '2020-05-26', '2020-06-26', '2020-07-16']","['2020-04-27', '2020-05-11', '2020-05-18', '2020-06-23', '2020-06-29', '2020-07-08', '2020-07-22']","[1.6875, 0.875, 0.375, 0.25, 0.25, 0.25, 0.25, 0.125]","[1.5428571428571427, 0.8571428571428571, 0.2857142857142857, 0.8571428571428571, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0]",33,39,2020/8/10,137,83,0.006771138,T
IIF,2020/6/5,2020/7/16,"[12, 21, 25]",[12],"['2020-06-23', '2020-07-07', '2020-07-13']",['2020-08-03'],"[2.2333333333333334, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",32,36,2020/8/10,45,17,0.006798622,T
BNED,2020/3/24,2019/11/1,"[12, 25, 45, 51, 62, 70, 75, 80]","[7, 14, 22, 29, 35, 42, 48, 60, 96, 105, 119, 145, 154, 163, 174, 179, 185]","['2020-04-09', '2020-04-29', '2020-05-28', '2020-06-05', '2020-06-22', '2020-07-02', '2020-07-10', '2020-07-17']","['2019-11-12', '2019-11-21', '2019-12-04', '2019-12-13', '2019-12-23', '2020-01-03', '2020-01-13', '2020-01-30', '2020-03-23', '2020-04-03', '2020-04-24', '2020-06-02', '2020-06-15', '2020-06-26', '2020-07-14', '2020-07-21', '2020-07-29']","[1.5750000000000002, 0.625, 0.5, 0.625, 0.125, 0.125, 0.125, 0.0]","[1.6647058823529413, 0.0, 0.35294117647058826, 0.29411764705882354, 0.4117647058823529, 0.11764705882352941, 0.17647058823529413, 0.0]",34,33,2020/8/10,96,193,0.006805873,T
CCM,2020/6/10,2020/1/10,"[14, 21, 27, 35]","[7, 13, 19, 28, 33, 42, 51, 56, 62, 75, 84, 90, 99, 115, 119, 127, 135]","['2020-06-30', '2020-07-10', '2020-07-20', '2020-07-30']","['2020-01-22', '2020-01-30', '2020-02-07', '2020-02-21', '2020-02-28', '2020-03-12', '2020-03-25', '2020-04-01', '2020-04-09', '2020-04-29', '2020-05-12', '2020-05-20', '2020-06-03', '2020-06-25', '2020-07-01', '2020-07-14', '2020-07-24']","[2.475, 1.0, 0.5, 0.25, 0.75, 0.0, 0.0, 0.0]","[1.552941176470588, 0.058823529411764705, 0.47058823529411764, 0.23529411764705882, 0.35294117647058826, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705]",31,41,2020/8/10,42,146,0.006816326,T
GCI,2020/7/24,2020/4/7,[7],"[12, 21, 26, 36, 45, 62]",['2020-08-04'],"['2020-04-24', '2020-05-07', '2020-05-14', '2020-05-29', '2020-06-11', '2020-07-07']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.7499999999999998, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.3333333333333333, 0.0]",33,33,2020/8/10,11,86,0.006829091,T
